slug,title,film_sim,subcluster,subcluster_label,text,text_len
fujifilm-x100v-film-simulation-recipe-the-rockwell-velvia,The Rockwell,Velvia,-1,,"Abandoned Dream – Red Rock Lakes NWR, MT – Fujifilm X100V – “The Rockwell” Ken Rockwell likes to say that Fujifilm cameras aren’t good for landscape photography because the JPEG colors aren’t “wild” enough for him. Even on his review of the X100V , he says, “The as-shot JPG color palette and contrasts are quite sedate,” and, “the X100V won’t amp-up colors if they aren’t strong to begin with.” He adds, “The Velvia film simulation modes don’t look any better; certainly not like real Velvia.” He’s entitled to his opinion, but I think he just hasn’t used the “right” recipe, and he might change his mind if he did. This recipe is one that Ken Rockwell might approve of, as it’s inspired by him, and that’s why I call it The Rockwell . Ken mentions that the Velvia film simulation isn’t like real Velvia, and he means Velvia 50. There are, in fact, a few different films that share the Velvia name. Straight out of the box, the film simulation differs a little from the film. My X-T30 Velvia recipe is intended to get the film simulation closer to actual Velvia 50 film. “The Rockwell” recipe is also in the ballpark of Velvia 50 film, although it might actually exceed it. I’ve heard it said that Fujifilm’s short lived Fortia film (which Color Chrome Effect and Color Chrome Effect Blue are inspired by), which is like Velvia 50 on steroids, was a mistake. Supposedly it (or at least the original Fortia 50) was a botched Velvia run, but instead of trashing it Fujifilm sold it as a new film. This recipe isn’t as crazy as Fortia, but it’s every bit as crazy as Velvia 50 and perhaps slightly more. Another film that is in the general vicinity of this aesthetic is Kodak’s Ektachrome 100VS, which was essentially Kodak’s closest film to Velvia, but this recipe is a little off from that film. No, “The Rockwell” isn’t an exact match to any film, it’s just a recipe that Ken might use on his X100V if he ever read this article. Gibbon Falls – Yellowstone NP, WY – Fujifilm X100V – “The Rockwell” This film simulation recipe is definitely not for everyone. Just like the person it was named after, it’s bold yet sometimes over-the-top. Many of you will find it to be much too much for your photography. But some of you are going to love it. In the right situations, this recipe is stunning! It uses Clarity , which slows down the camera considerably, but this is a recipe that you might want to work slow with anyway, so it should be alright. This recipe is only compatible (as if this writing) with the X100V, X-Pro3 and X-T4. Velvia Dynamic Range: DR200 Highlight: -1 Shadow: -1 Color: +4 Noise Reduction: -4 Sharpening: +4 Clarity: +5 Grain Effect: Weak, Small Color Chrome Effect: Strong Color Chrome Effect Blue: Strong White Balance: Auto, +1 Red & -1 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: +1/3 to +2/3 (typically) Example photographs, all camera-made JPEGs using this “The Rockwell” film simulation recipe on my Fujifilm X100V: Lake McDonald Shore Trees – Glacier National Park, MT – Fujifilm X100V Driftwood Shore – Glacier National Park, MT – Fujifilm X100V McDonald Lake & Rocks – Glacier National Park, MT – Fujifilm X100V Lake McDonald – Glacier National Park, MT – Fujifilm X100V Flathead Lake – Flathead Lake, MT – Fujifilm X100V Clear Blue Water – Glacier National Park, MT – Fujifilm X100V Tree & Snake River – Idaho Falls, ID – Fujifilm X100V McDonald Creek Behind Pines – Glacier National Park, MT – Fujifilm X100V Trees Obscuring the River – Glacier National Park, MT – Fujifilm X100V McDonald Creek – Glacier National Park, MT – Fujifilm X100V Green Trees – Glacier National Park, MT – Fujifilm X100V Forest Flowers – Glacier National Park, MT – Fujifilm X100V Lake Daisies – Flathead Lake, MT – Fujifilm X100V Blossomed Bush by the Lake – Flathead Lake, MT – Fujifilm X100V Upper Red Rock Lake – Red Rock Lakes NWR, MT – Fujifilm X100V Red Lake Light – Flathead Lake, MT – Fujifilm X100V Morning Rays – Canyon Ferry Lake, MT – Fujifilm X100V Sunset Through The Trees – Island Park, ID – Fujifilm X100V Aspen Sunstar – Island Park, ID – Fujifilm X100V Johnny Sack Cabin – Island Park, ID – Fujifilm X100V Hanging Flower Pot – Big Sky, MT – Fujifilm X100V Mountain Wildflowers 1 – Red Rock Lakes NWR, MT – Fujifilm X100V Mountain Wildflowers 2 – Red Rock Lakes NWR, MT – Fujifilm X100V Rural Blossoms – Island Park, ID – Fujifilm X100V Mountain Springtime – Island Park, ID – Fujifilm X100V Blossom by the River – Island Park, ID – Fujifilm X100V River Grass – Island Park, ID – Fujifilm X100V Grassy Hills – Wild Horse Island State Park, MT – Fujifilm X100V Pine in the Field – Wild Horse Island State Park, MT – Fujifilm X100V Abandoned Rural Building – Wild Horse Island State Park, MT – Fujifilm X100V Pop of Color Cabin – Polebridge, MT – Fujifilm X100V Birdhouse Fence – Island Park, ID – Fujifilm X100V Playground at the Edge of Nowhere – Island Park, ID – Fujifilm X100V Hot Water – Yellowstone National Park, WY – Fujifilm X100V Blue Eye – Yellowstone National Park, WY – Fujifilm X100V Red Rock Turtle – Island Park, ID – Fujifilm X100V Colorful Pallets – Bozeman, MT – Fujifilm X100V Westfield – Idaho Falls, ID – Fujifilm X100V Pink – Island Park, ID – Fujifilm X100V Stop for the Pink Bus – Silos, MT – Fujifilm X100V 18 – Silos, MT – Fujifilm X100V Stop Here – Yellowstone National Park, WY – Fujifilm X100V Blue Trailer – Rexburg, ID – Fujifilm X100V Grease Work – Rexburg, ID – Fujifilm X100V See also: Film Simulation Recipe s This post contains affiliate links, and if you make a purchase using my links I’ll be compensated a small amount for it. Fujifilm X100V Black Amazon B&H Fujifilm X100V Silver Amazon B&H Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",5933
fujifilm-x-e4-x-trans-iv-film-simulation-recipe-vibrant-velvia,Vibrant Velvia,Velvia,-1,,"I really like The Rockwell Film Simulation Recipe , but sometimes it’s just a hair too much for me. I decided to create a new yet similar recipe that just tones it down a tad. Don’t get me wrong: this new recipe is still wild with vivid colors and definitely not for every situation or even every photographer. It will produce similar results to The Rockwell recipe, but (by a small margin) just a little more soft and tame. This new “Vibrant Velvia” recipe is for when you want colors to pop. It’s a vibrant recipe for bold pictures. While it’s very colorful, it has low contrast, so it works especially well on sunny days, but I also had good luck with it in grey overcast conditions and in the shade. It’s not well suited for portraits or artificial light; instead, use it outdoors for colorful landscape photography. While I didn’t try to mimic Velvia film specifically, the results do remind me a little of Velvia 50 slides as viewed through a projector, although that is an impression (“memory color”), and not anything I studied specifically for this recipe. The “Vibrant Velvia” recipe is compatible with the Fujifilm X-Pro3, X100V, X-T4, X-S10, X-E4, and X-T30 II cameras. Because it uses Clarity and Color Chrome FX Blue , it isn’t compatible with the X-T3 and X-T30—try the Velvia v2 recipe on those cameras, which is fairly similar. Those with newer GFX cameras can try this recipe, too, although the results will be very slightly different. Velvia Dynamic Range: DR400 Highlight: -2 Shadow: -1 Color: +4 Noise Reduction: -4 Sharpness: 0 Clarity: +4 Grain Effect: Weak, Small Color Chrome Effect: Strong Color Chrome Effect Blue: Strong White Balance: Daylight, -1 Red & +1 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: +2/3 to +1 (typically) Example photographs, all camera-made JPEGs using this “Vibrant Velvia” Film Simulation Recipe on a Fujifilm X-E4 :",1877
fujifilm-x100v-film-simulation-recipe-bleach-bypass,“Bleach Bypass”,Classic Negative,3,Classic Negative#3,"Rose on a Table – Farmington, UT – Fujifilm X100V – “Bleach Bypass” The Fujifilm X-T4 has a new film simulation called Bleach Bypass. At this time, the X-T4 is the only camera that has it. It might come to the X-Pro3 and X100V at some point via a firmware update, but it’s difficult to know for sure if or when that will happen. Hopefully Fujifilm will add Bleach Bypass to the other cameras at some point. Back in February I created a “Bleach Bypass” film simulation recipe for the X-T30 and X-T3 utilizing the double-exposure feature of the camera. The results are great, but the process is tricky, and the subject has to be completely still because it requires two exposures. The Fujifilm X100V and X-Pro3 cameras don’t (yet) have the new Bleach Bypass film simulation, but they do have the new Classic Negative film simulation, which makes a “bleach bypass” look possible with just one exposure. Bleach bypass is a darkroom technique where you skip or limit the bleach during development of color film, which causes it to retain the silver. Results will vary greatly depending on the film used and exactly how you develop it, but generally speaking what you get with bleach bypass is a high-contrast, low-saturation, grainy picture that appears as if a black-and-white and color picture were combined together. This technique is more common for motion picture film than still photography, but some people do bleach bypass with C-41 film. Thistle Color – Fruit Heights, UT – Fujifilm X100V – “Bleach Bypass” I don’t know how accurate this recipe is to the Bleach Bypass film simulation that’s on the X-T4. I wasn’t trying to mimic that film simulation, but instead mimic actual bleach bypass film. I know some of you will really appreciate this look, but it’s certainly not going to be everyone’s cup of tea. You can use this recipe if you have a Fujifilm X100V, X-Pro3 or X-T4. Classic Negative Dynamic Range: DR100 Highlight: +2 Shadow: +4 Color: -4 Noise Reduction: -4 Sharpening: -1 Clarity : +3 Grain Effect: Strong, Large Color Chrome Effect: Weak Color Chrome Effect Blue : Strong White Balance: Daylight, -1 Red & +1 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: 0 to +2/3 (typically) Example photographs, all camera-made JPEGs using this “Bleach Bypass” film simulation recipe on my Fujifilm X100V: Silver Aspen Leaves – Farmington, UT – Fujifilm X100V Greenberries – Farmington, UT – Fujifilm X100V Back Wall – Fruit Heights, UT – Fujifilm X100V Turkey – Farmington, UT – Fujifilm X100V Umbrella Below a Tree – Fruit Heights, UT – Fujifilm X100V Instamatic Light – Farmington, UT – Fujifilm X100V Kodak Instamatic Shelf – Farmington, UT – Fujifilm X100V Pronto Polaroid – Farmington, UT – Fujifilm X100V Dead Yellow Roses – Farmington, UT – Fujifilm X100V Coffee & Book – Farmington, UT – Fujifilm X100V Morning Time – Farmington, UT – Fujifilm X100V Vase on a Table – Farmington, UT – Fujifilm X100V Suburban Grey – Farmington, UT – Fujifilm X100V Leaf in the Wet Grass – Farmington, UT – Fujifilm X100V Water on a Red Slide – Farmington, UT – Fujifilm X100V Lavender Lily – Farmington, UT – Fujifilm X100V Sunlight in the Trees – Layton, UT – Fujifilm X100V See also: Film Simulation Recipes This post contains affiliate links, and if you make a purchase using my links I’ll be compensated a small amount for it. Fujifilm X100V Black Amazon B&H Fujifilm X100V Silver Amazon B&H Nobody pays me to write the content found on fujixweekly.com. There's a real cost to operating and maintaining this site, not to mention all the time that I pour into it. If you appreciated this article, please consider making a one-time gift contribution. Thank you!",3668
eterna-bleach-bypass-fujifilm-x-e4-x-trans-iv-film-simulation-recipe,Eterna Bleach Bypass,Eterna Bleach Bypass,1,Eterna Bleach Bypass#1,"I was challenged by Thomas Schwab to create a Film Simulation Recipe that mimics the aesthetic of the picture in the background of Dan Bailey’s YouTube video discussing the Eterna Bleach Bypass film simulation . There were indeed some challenges, including limited samples (which were viewed on a YouTube video), and the fact that I now live in Arizona and not Utah (no access to majestic snow-capped mountain scenes), but I do believe that I got in the ballpark. This is essentially a “black-and-white” Recipe for color photography—capable of producing dramatic near-monochrome images. This Film Simulation Recipe uses Eterna Bleach Bypass, and it does, in fact, produce a bleach-bypass look. Bypassing the bleach step is a darkroom technique that produces an aesthetic similar to a black-and-white image superimposed over a color image. It’s more common in motion picture cinematography than still photography, but it’s a technique that has been utilized in still photography for a very long time. It can be done with any color film, but is more frequently done with slide film than negative film. If you are desiring a bleach-bypass look, this Recipe will produce that for you.",1180
fujifilm-x-e4-x-trans-iv-film-simulation-recipe-muted-color,Muted Color,Eterna Bleach Bypass,0,Eterna Bleach Bypass#0,"A Fuji X Weekly reader asked me to mimic the look of some photographs that he shared with me. These were digital pictures that had been edited with software, but he was hoping to achieve this look straight-out-of-camera, if at all possible. It turns out that it is possible (although I only had three images to study, so I’m not completely certain this is an exact match, but I believe it is pretty close); however, it requires the Eterna Bleach Bypass film simulation, which, unfortunately, his camera does not have. If your camera does have Eterna Bleach Bypass, than you are fortunate because you can use this very interesting recipe! What film does this recipe most closely mimic? The most similar film might be the (now discontinued) Konica Impresa 50, although it is certainly not an exact match. There are also some similarities to Portra that’s had the bleach skipped, although I wouldn’t say that this is an exact match for that, either. I don’t think this film simulation recipe is a faithful facsimile of any film, yet it produces a nice analog aesthetic anyway. It has strong contrast and very muted colors—almost monochrome. In a way, it’s the closest thing to black-and-white in color photography. This recipe is only compatible with the Fujifilm X-E4, X-S10, X-E4, and X-T30 II cameras. If you have one of those cameras, I invite you to give this recipe a try! I know that it will be an instant favorite for some of you. Eterna Bleach Bypass Dynamic Range: DR400 Highlight: -0.5 Shadow: +1 Color: -4 Noise Reduction: -4 Sharpening: 0 Clarity: -2 Grain Effect: Weak, Small Color Chrome Effect: Strong Color Chrome Effect Blue: Weak White Balance: Auto, +3 Red & -8 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: 0 to +2/3 (typically) Example photographs, all camera-made JPEGs captured using this “Muted Color” film simulation recipe on my Fujifilm X-E4 :",1876
fujifilm-x-e4-x-trans-iv-film-simulation-recipe-ferrania-solaris-fg-400,Ferrania Solaris FG 400,Eterna Bleach Bypass,0,Eterna Bleach Bypass#0,"Ferrania is an Italian film manufacturer that’s been making photographic film since the 1920’s. For a long time they were owned by 3M. They were perhaps best known for producing films for “generic” brands, but they also had their own products that they sold. One Ferrania brand line was called Solaris, a color negative emulsion available in ISO 100, 200, and 400 varieties. The history of the Solaris line is a little vague. There have been a number of different versions produced from perhaps the 1980’s until very recently, and some of these had significantly different aesthetics. This recipe seems to be close to Ferrania Solaris FG 400, which was sold in the late-1990’s and early-2000s. It was known for having a lot of contrast (for a color negative film), low saturation, and a slight warm cast (a bit unusual for a European film). Ferrania Solaris FG 400 Plus, which came out later, definitely had a different look (more similar to Superia), and this recipe is not a close match for that emulsion. I didn’t set out to mimic the look of Ferrania Solaris FG 400—it just so happens to look like it. This recipe is actually Kodak Portra 400 v2 (and also Vintage Vibes ) except with the Eterna Bleach Bypass film simulation (instead of Classic Chrome and Classic Negative, respectively). Those two recipes are personal favorites, so it’s not too surprising that simply changing the film simulation produces good results. This recipe does a good job of (unintentionally) mimicking Ferrania Solaris FG 400, but one flaw is that it’s a bit too warm (compared to the film), and it’s more like shooting the film with a warming filter attached to the lens (a common technique when shooting film). Because this recipe uses the Eterna Bleach Bypass film simulation, it’s only compatible with the Fujifilm X-T4, X-S10, X-E4, and X-T30 II cameras. As a reminder, Clarity slows the camera down considerably, as it takes a noticeable moment to save the exposure to the card. You could, alternatively, instead of Clarity, use a diffusion filter, such as the 5% CineBloom filter or 1/8 Black Pro Mist, with this recipe. Eterna Bleach Bypass Dynamic Range: DR400 Highlight: 0 Shadow: -2 Color: +2 Noise Reduction: -4 Sharpening: -2 Clarity: -2 Grain Effect: Strong, Small Color Chrome Effect: Strong Color Chrome Effect Blue: Weak White Balance: 5200K, +1 Red & -6 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: +1/3 to +1 (typically) Example photographs, all camera-made JPEGs using this new Eterna Bleach Bypass film simulation recipe on my Fujifilm X-E4 :",2555
fujifilm-x-trans-iv-film-simulation-recipe-lomochrome-metropolis,LomoChrome Metropolis,Eterna Bleach Bypass,0,Eterna Bleach Bypass#0,"I’ve had many requests to create a LomoChrome Metropolis recipe, but it was impossible until Fujifilm created the new Eterna Bleach Bypass film simulation and new Auto White Priority white balance. LomoChrome Metropolis film, which is a Lomography product, has only been around for a couple of years. The film is high-contrast, with low-saturation and a warm cast. It has a cool retro-feel despite being new. There’s a special quality to this LomoChrome Metropolis recipe. It’s almost a color version of black-and-white photography. In the right situations it creates a wonderful look that’s easy to love. It often mimics the film pretty faithfully. I’m very happy with how this one turned out, and I used it recently on a trip to Arizona .",740
fujifilm-x-e4-x-trans-iv-film-simulation-recipe-silver-summer,Silver Summer,Eterna Bleach Bypass,0,Eterna Bleach Bypass#0,,0
kodachrome-blue-fujifilm-x-e4-x-trans-iv-film-simulation-recipe,Kodachrome Blue,Eterna Bleach Bypass,1,Eterna Bleach Bypass#1,"Kodak made Kodachrome color-reversal (slide) film from 1935 through 2009. There are three era’s of Kodachrome: 1935-1960, 1961-1973, and 1974-2009. Each era has its own look; the second and third eras are probably the most similar. Kodachrome is actually a B&W film, with color dyes added during development. It was a unique and complicated process. Because of how the film works, it’s the most difficult emulsion to scan, often producing a blue cast that doesn’t exist when viewing the slides through a projector or on a light table. Professional labs will have a profile to color correct Kodachrome scans, but even that’s not usually a 100% match. As it used to be said, “There’s nothing like projected Kodachrome!” If the scans aren’t carefully corrected, the results are often significantly more blue than the slides. The feeling that all the world’s a sunny day (as Paul Simon sang) is completely gone. Once you know what to look for, it’s easy to spot these incorrectly color corrected Kodachrome images, and they’re prevalent. Over the last few weeks I’ve stumbled across several sets of these incorrectly color corrected Kodachromes while perusing the web, mostly from the second era of the film. I thought that the look was interesting, so I set out to recreate it on my Fujifilm X-E4; however, the process was more challenging than I had anticipated. I had assumed that Classic Chrome would be the best film simulation to base this new Film Simulation Recipe on—it was the obvious choice, right?—but I couldn’t get it to look right. It was actually the fifth film sim I tried before I decided that I was finally on the right track. After four different modifications, I felt I got it as close as I could, and had a reasonable facsimile of the film when not appropriately color corrected. Interestingly, I compared my Recipe to some incorrectly colored Kodachrome 64 film scans in my collection—some frames I captured on a Canon AE-1 back in 1999 that (when I later had them scanned) the lab rendered too blue—and the resemblance was striking. I made one more small change to the Recipe to get it even closer, and called it good. One thing that I wish was possible is a little more color saturation, but +4 is the highest option; if +5 or maybe +6 were available, I’d have bumped Color just a tad higher. This Kodachrome Blue Film Simulation Recipe is compatible with the Fujifilm X-T4, X-S10, X-E4, and X-T30 II cameras, as well as the GFX100S. For fifth-generation X-Trans models, as well as the GFX100 II, GFX100S II, and GFX100RF, set Color Chrome FX Blue to Weak instead of Strong. This isn’t a Recipe that I suspect will be anyone’s go-to for everyday use—I’d look at Kodachrome 64 or Kodachrome II for general photography—but it’s a fun one that I think some of you will really appreciate in certain circumstances. I personally like the retro feelings that Kodachrome Blue produces. Note: this was an App Patron Early-Access Recipe, but now it is available to everyone. Example photographs, all camera-made JPEGs captured using this Kodachrome Blue Film Simulation Recipe on my Fujifilm X-E4 :",3109
fujifilm-x-e4-film-simulation-recipe-ektachrome-320t,Ektachrome 320T,Eterna Bleach Bypass,0,Eterna Bleach Bypass#0,"The Ektachrome line has been around since the 1940’s, but Kodak didn’t introduced Ektachrome 320T, also known as Ektachrome EPJ 320T, until 1992. This was a high-speed Tungsten color-reversal (slide) film intended for use under artificial light. Tungsten films were never as popular as daylight-balanced films; when used in daylight you get a strong blue cast (unless you have an 80A filter). I’m not completely sure when Kodak discontinued Ektachrome 320T, but I believe it was sometime in the early to mid 2000’s—all Ektachrome films were discontinued by 2013. When Kodak reintroduced Ektachrome in 2018, EPJ 320T was unsurprisingly not included. This film simulation recipe was not intended to mimic Ektachrome 320T. I was simply trying to create a tungsten film look using the new Eterna Bleach Bypass film simulation. Prior to this I had only one recipe for Eterna Bleach Bypass, LomoChrome Metropolis , so I was eager to create another. The reason for a tungsten-like recipe is because I feel as though I don’t have as many after-dark options as I’d like. This recipe’s similarities to Ektachrome 320T film is coincidental, as I didn’t set out to recreate it, but it does, in fact, resemble the film fairly well. Even though I didn’t intend to create an Ektachrome 320T recipe, these settings come curiously close. I would consider, when using this recipe under artificial light, setting the White Balance Shift to -7 Red & -6 Blue to more accurately reflect the film (I didn’t make that adjustment for any of the photographs in this article). I wish that +5 was an option for Color—that would likely be more accurate to the film—but unfortunately it tops out at +4. I debated if Grain size should be Small or Large, but I ended up going with Small because that’s what I originally set it to; however, Large grain might be slightly closer to what you’d find on actual Ektachrome 320T, although that’s certainly debatable. This recipe is the first one to use the new Auto Ambience Priority white balance , which is currently (as of this writing) only available on the Fujifilm X-T4, X-S10 and X-E4 cameras. That means this recipe is only compatible with those three cameras. As a reminder, the camera will take a moment to save each exposure when using Clarity. Also, High ISO NR on the newer camera models is the same as Noise Reduction—Fujifilm renamed it for some reason, but it’s the same thing. Eterna Bleach Bypass Dynamic Range: DR400 Highlight: +1 Shadow: -2 Color: +4 Noise Reduction: -4 Sharpening: 0 Clarity: -3 Grain Effect: Strong, Small Color Chrome Effect: Strong Color Chrome Effect Blue: Strong White Balance: Auto Ambience Priority, -6 Red & -5 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: 0 to +2/3 (typically) Example photographs, all camera-made JPEGs using this Ektachrome 320T film simulation recipe on my Fujifilm X-E4 :",2858
expired-ecn-2-100t-fujifilm-x-trans-iv-x-trans-v-film-simulation-recipe,Expired ECN-2 100T,Eterna Bleach Bypass,0,Eterna Bleach Bypass#0,"Eastman Color Negative II 100T, which was also known as ECN-2 Type 5247/7247, was a 100 ASA Tungsten-balanced motion picture film made by Kodak between 1974 and 1983 (although, apparently, it could still be found and was used into the early 1990’s). A lot of iconic movies used this emulsion for at least some shots, including Star Wars , Back to the Future , Raiders of the Lost Ark , and many more. This Film Simulation Recipe is intended to mimic the aesthetic of this film stock that’s long-expired and developed in C41 chemistry after having the Remjet layer removed. In other words, this recipe isn’t intended to look like the film as it’s seen in the movies, but expired film that’s been developed in C41 chemistry instead of the ECN-2 process. Tungsten film was intended for use in artificial light; for use in daylight, a Color Correction filter would be attached to the lens to adjust the white balance. This “Expired ECN-2 100T” Recipe does not replicate the use of Color Correction filters, and is more like shooting without it. The results can be quite unusual, especially in daylight. But if you are looking for something unusual, maybe this Film Simulation Recipe is for you. I don’t think it will be anyone’s go-to option, but for occasional use, if you want a lomo-like look, give this one a try. Also, it’s pretty decent for nighttime. This Recipe produces a green or yellow cast (depending on the light) when used at night, and a strong teal-ish cast when used in daylight.",1492
fujifilm-x100v-film-simulation-recipe-faded-negative,Faded Negative,Classic Negative,0,Classic Negative#0,,0
fujifilm-x-trans-iv-film-simulation-recipe-cinestill-50d,CineStill 50D,Astia,-1,,"CineStill 50D is Kodak Vision3 50D (a low-ISO daylight color negative motion picture film) with the remjet layer removed so that it can be developed via the C-41 process. I’ve been asked many times to recreate the look of this film for Fujifilm X cameras. I’ve attempted multiple times, but never succeeded—even this recipe I’m a little hesitant to share because it is “as close as I can get” but perhaps not as close as I’d like it to be. I think some of you will really appreciate it, and I hope everyone else can excuse that it isn’t perhaps the most accurate recipe I’ve ever made. There were a few tricky parts creating this CineStill 50D recipe. First, I’ve never shot the film, and had to rely on examples from the internet. Second, there are at least three distinct aesthetics produced by this film, which I assume is from how it was shot, developed, and scanned. All films can vary in looks depending on a lengthy host of factors, and this one seems especially so. I picked one specific aesthetic that I came across as the basis of this recipe, and I think this recipe mimics that pretty well. Third, I came across an article stating that CineStill 50D scans must be treated as RAW images, as “they’re not finished straight out of the scanner.” That made me wonder how much editing had been done to the picture samples I found—how much of the look was from the film and how much was from the software. These were just some of the challenges. Because the film is missing the remjet layer, it is particularly prone to halation, so I used a 10% CineBloom filter for a couple of these pictures (such as the one above) to mimic that. I don’t think it helped as much as I thought it might, so I discontinued that pretty quickly, but it certainly something you can try. I think this recipe looks best in direct sunlight. Under overcast, shade, indoor, or nighttime light it can produce interesting results, but is “most accurate” to the film when photographing in blue-sky daylight. Because it uses Clarity , this recipe is not compatible with the X-T3 and X-T30; however, if you use a diffusion filter—such as 10% CineBloom or 1/4 Black Pro Mist—in lieu of Clarity, that will give you similar (but not identical) results. Astia Dynamic Range: DR200 Highlight: -1 Shadow: 0 Color: -4 Noise Reduction: -4 Sharpening: 0 Clarity: -4 Grain Effect: Weak, Small Color Chrome Effect: Strong Color Chrome Effect Blue: Off White Balance: 6800K, -5 Red & -3 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: +1/3 to +2/3 (typically) Example photographs, all camera-made JPEGs using this “CineStill 50D” Film Simulation Recipe on my Fujifilm X-E4 :",2643
kodak-portra-do-sol-fujifilm-x-trans-iv-film-simulation-recipe,Kodak Portra do Sol,Classic Chrome,0,Classic Chrome#0,"This new Film Simulation Recipe comes courtesy of Gilson Teixeira . “It started with your Bright Kodak Recipe , which I loved for its energy and vibrancy. But I was looking for something softer—still warm and colorful, but a bit more cinematic and relaxed. I imagined a Recipe that could bring out a golden, mellow vibe even on grey days. That’s how Kodak Portra do Sol came to life: my go-to point-and-shoot simulation for capturing a little warmth wherever I am.” “As a Brazilian living in London,” Gilson told me, “the long, grey winters can be tough—and this past winter hit particularly hard. I wanted to create something that could bring a bit of Brazil’s tropical spirit into my everyday life. The name is a nod to my mother tongue: do sol means ‘of the sun,’ and I liked the play between Portra and porta —as if it were a ‘Door of the Sun.’ At the same time, something shifted creatively. After years away from photography, I picked up the camera again—not just to escape the grey, but to reconnect with something I thought I’d left behind. Photography has now become part of my self-care. During my 45–60 minute daily walks, I focus on light, angles, composition, and Recipes. That attention clears my mind and helps me recharge—especially through winter, it helped me stay grounded. If anyone reading this is struggling, I truly recommend reaching out to Samaritans —they’re there to listen, wherever you are.” “Surprisingly, it was AI that brought me back to photography,” he continued. “I work in IT and focus on AI at Microsoft. I noticed how naturally my prompts leaned toward light and composition—photography had quietly stayed with me all along. I studied digital imaging back in 1994 at the New England School of Photography in Boston, so that knowledge was still there, waiting to be revived.” “Bright Kodak is bolder and more punchy,” Gilson replied when asked what differentiates Kodak Portra do Sol from Bright Kodak. “I wanted something calmer. I removed Grain, reduced Color from +4 to +3, and softened Clarity from -3 to -1. I switched to Auto White Balance, with a gentler Shift (+2R, -6B) for a warm, flexible look, and added Color Chrome Effect Strong to deepen tones without over-saturation.” “I see recipes as creative tools,” he added, “not shortcuts. They help set the mood in-camera, so I can focus on light and storytelling. With Kodak Portra do Sol, I’m not just capturing images, I’m capturing how those moments feel.” I want to give a special “thank you” to Gilson Teixeira for sharing this Recipe and the story behind it, and for allowing me to publish some of his photographs. Please check out his Instagram , and leave a kind note for him in the comments. Thank you, Gilson! This Kodak Portra do Sol Film Simulation Recipe is compatible with the Fujifilm X100V, X-Pro3, X-T4, X-S10, X-E4, and X-T30 II cameras, as well as the GFX100S. You can use it on newer cameras, too, but blue will render slightly deeper (try it anyway). Example photographs, all camera-made JPEGs captured by Gilson Teixeira using this Kodak Portra do Sol Film Simulation Recipe on a Fujifilm X-T30 II: Example photographs, all camera-made JPEGs captured using this Kodak Portra do Sol Film Simulation Recipe on my Fujifilm X-T4 and X-E4:",3251
fujifilm-x-trans-iv-film-simulation-recipe-bright-kodak,Bright Kodak,Classic Chrome,1,Classic Chrome#1,"Fujifilm cameras have a feature in Advanced Settings called “High Key” that I recently discovered is based on the Provia film simulation , and can be mimicked. While this “High Key” setting can produce nice-looking images, it’s not really my style, so I set out to create a Film Simulation Recipe to serve as an alternative to it, with an aesthetic that I appreciate a little more. Specifically, I wanted a generic overexposed Kodak color negative film aesthetic, perhaps Portra-like (or at least Portra-inspired), which is why I call this recipe Bright Kodak . Bright Kodak might look familiar. It’s actually similar to a couple of other recipes, namely Bright Summer (a.k.a. “Preetra 400”) and Kodak Portra 400 Warm . If you like those recipes, you’ll certainly like this one, too. The key to using this Bright Kodak recipe is to increase the exposure⁠—almost overexpose⁠—to make the pictures nice and bright. This Film Simulation Recipe is fully compatible with newer X-Trans IV cameras: Fujifilm X-Pro3, X100V, X-T4, X-S10, X-E4, & X-T30 II. If you have an X-T3, X-T30, or X-Trans III camera, you can get similar results by ignoring Grain size and using a diffusion filter (such as 10% CineBloom) in lieu of Clarity . This recipe is also likely compatible with newer GFX cameras, although the results won’t be completely identical. Classic Chrome Dynamic Range: DR400 Highlight: -2 Shadow: -2 Color: +4 Noise Reduction: -4 Sharpening: -2 Clarity: -3 Grain Effect: Strong, Large Color Chrome Effect: Off Color Chrome Effect Blue: Off White Balance: Daylight, +3 Red & -7 Blue ISO: Auto, up to ISO 6400 Exposure Compensation: +1 to +1 2/3 (typically) Example photographs, all camera-made JPEGs using this “Bright Kodak” Film Simulation Recipe on my Fujifilm X-E4 : Compared to “Bright Summer” & “Kodak Portra 400 Warm”:",1821
